Lat,Lon,FishSp,HabitatType
60.99,-2.06,merluccius merluccius,sand
60.99,-2.06,merluccius merluccius,mud
60.99,-2.06,merluccius merluccius,rock
50.053,-1.845,merluccius merluccius,sand
50.053,-1.845,merluccius merluccius,mud
50.053,-1.845,merluccius merluccius,rock
56.33,-1.45,merluccius merluccius,sand
56.33,-1.45,merluccius merluccius,mud
56.33,-1.45,merluccius merluccius,rock
55.1,-0.04,merluccius merluccius,sand
55.1,-0.04,merluccius merluccius,mud
55.1,-0.04,merluccius merluccius,rock
59.06,0.04,merluccius merluccius,sand
59.06,0.04,merluccius merluccius,mud
59.06,0.04,merluccius merluccius,rock
50.27,0.22,merluccius merluccius,sand
50.27,0.22,merluccius merluccius,mud
50.27,0.22,merluccius merluccius,rock
60.99,0.83,merluccius merluccius,sand
60.99,0.83,merluccius merluccius,mud
60.99,0.83,merluccius merluccius,rock
58.99,1.01,merluccius merluccius,sand
58.99,1.01,merluccius merluccius,mud
58.99,1.01,merluccius merluccius,rock
53.52,1.18,merluccius merluccius,sand
53.52,1.18,merluccius merluccius,mud
53.52,1.18,merluccius merluccius,rock
60.2,2.59,merluccius merluccius,sand
60.2,2.59,merluccius merluccius,mud
60.2,2.59,merluccius merluccius,rock
58.44,3.03,merluccius merluccius,sand
58.44,3.03,merluccius merluccius,mud
58.44,3.03,merluccius merluccius,rock
56.51,4.43,merluccius merluccius,sand
56.51,4.43,merluccius merluccius,mud
56.51,4.43,merluccius merluccius,rock
55.01,5.05,merluccius merluccius,sand
55.01,5.05,merluccius merluccius,mud
55.01,5.05,merluccius merluccius,rock
53.78,-5.84,merluccius merluccius,sand
53.78,-5.84,merluccius merluccius,mud
53.78,-5.84,merluccius merluccius,rock
53.78,-3.88,merluccius merluccius,sand
53.78,-3.88,merluccius merluccius,mud
53.78,-3.88,merluccius merluccius,rock
51.8,-7.23,merluccius merluccius,sand
51.8,-7.23,merluccius merluccius,mud
51.8,-7.23,merluccius merluccius,rock
50.96,-6.56,merluccius merluccius,sand
50.96,-6.56,merluccius merluccius,mud
50.96,-6.56,merluccius merluccius,rock
51.3,-5.37,merluccius merluccius,sand
51.3,-5.37,merluccius merluccius,mud
51.3,-5.37,merluccius merluccius,rock
49.64,-0.47,merluccius merluccius,sand
49.64,-0.47,merluccius merluccius,mud
49.64,-0.47,merluccius merluccius,rock
52.96,-9.85,merluccius merluccius,sand
52.96,-9.85,merluccius merluccius,mud
52.96,-9.85,merluccius merluccius,rock
55.11,-5.29,merluccius merluccius,sand
55.11,-5.29,merluccius merluccius,mud
55.11,-5.29,merluccius merluccius,rock
56.57,-7.44,merluccius merluccius,sand
56.57,-7.44,merluccius merluccius,mud
56.57,-7.44,merluccius merluccius,rock
58.09,-5.95,merluccius merluccius,sand
58.09,-5.95,merluccius merluccius,mud
58.09,-5.95,merluccius merluccius,rock
57.94,-3.32,merluccius merluccius,sand
57.94,-3.32,merluccius merluccius,mud
57.94,-3.32,merluccius merluccius,rock
57.67,-1.34,merluccius merluccius,sand
57.67,-1.34,merluccius merluccius,mud
57.67,-1.34,merluccius merluccius,rock
56.11,-0.61,merluccius merluccius,sand
56.11,-0.61,merluccius merluccius,mud
56.11,-0.61,merluccius merluccius,rock
51.76,2.12,merluccius merluccius,sand
51.76,2.12,merluccius merluccius,mud
51.76,2.12,merluccius merluccius,rock
54.25,0.79,merluccius merluccius,sand
54.25,0.79,merluccius merluccius,mud
54.25,0.79,merluccius merluccius,rock
54.77,2.98,merluccius merluccius,sand
54.77,2.98,merluccius merluccius,mud
54.77,2.98,merluccius merluccius,rock
50.41832,0.90088,ammodytes marinus,sand
50.41832,0.90088,ammodytes marinus,mud
50.41832,0.90088,ammodytes marinus,rock
51.27841,1.99951,ammodytes marinus,sand
51.27841,1.99951,ammodytes marinus,mud
51.27841,1.99951,ammodytes marinus,rock
52.60572,2.17529,ammodytes marinus,sand
52.60572,2.17529,ammodytes marinus,mud
52.60572,2.17529,ammodytes marinus,rock
53.47759,1.29639,ammodytes marinus,sand
53.47759,1.29639,ammodytes marinus,mud
53.47759,1.29639,ammodytes marinus,rock
54.66367,-0.19775,ammodytes marinus,sand
54.66367,-0.19775,ammodytes marinus,mud
54.66367,-0.19775,ammodytes marinus,rock
56.20915,-1.64795,ammodytes marinus,sand
56.20915,-1.64795,ammodytes marinus,mud
56.20915,-1.64795,ammodytes marinus,rock
57.24577,2.52686,ammodytes marinus,sand
57.24577,2.52686,ammodytes marinus,mud
57.24577,2.52686,ammodytes marinus,rock
60.12181,2.21924,ammodytes marinus,sand
60.12181,2.21924,ammodytes marinus,mud
60.12181,2.21924,ammodytes marinus,rock
60.34,-0.06592,ammodytes marinus,sand
60.34,-0.06592,ammodytes marinus,mud
60.34,-0.06592,ammodytes marinus,rock
59.61443,-0.06592,ammodytes marinus,sand
59.61443,-0.06592,ammodytes marinus,mud
59.61443,-0.06592,ammodytes marinus,rock
59.09928,-1.38428,ammodytes marinus,sand
59.09928,-1.38428,ammodytes marinus,mud
59.09928,-1.38428,ammodytes marinus,rock
58.48451,-2.43896,ammodytes marinus,sand
58.48451,-2.43896,ammodytes marinus,mud
58.48451,-2.43896,ammodytes marinus,rock
57.78857,-1.38428,ammodytes marinus,sand
57.78857,-1.38428,ammodytes marinus,mud
57.78857,-1.38428,ammodytes marinus,rock
60.078,-2.65869,ammodytes marinus,sand
60.078,-2.65869,ammodytes marinus,mud
60.078,-2.65869,ammodytes marinus,rock
59.30179,-4.10889,ammodytes marinus,sand
59.30179,-4.10889,ammodytes marinus,mud
59.30179,-4.10889,ammodytes marinus,rock
58.9636,-5.07568,ammodytes marinus,sand
58.9636,-5.07568,ammodytes marinus,mud
58.9636,-5.07568,ammodytes marinus,rock
58.13824,-5.77881,ammodytes marinus,sand
58.13824,-5.77881,ammodytes marinus,mud
58.13824,-5.77881,ammodytes marinus,rock
56.81531,-6.96533,ammodytes marinus,sand
56.81531,-6.96533,ammodytes marinus,mud
56.81531,-6.96533,ammodytes marinus,rock
52.8187,-11.35473,melanogrammus aeglefinus,sand
52.8187,-11.35473,melanogrammus aeglefinus,mud
52.8187,-11.35473,melanogrammus aeglefinus,rock
57.31703,-13.68384,melanogrammus aeglefinus,sand
57.31703,-13.68384,melanogrammus aeglefinus,mud
57.31703,-13.68384,melanogrammus aeglefinus,rock
56.76718,-8.67407,melanogrammus aeglefinus,sand
56.76718,-8.67407,melanogrammus aeglefinus,mud
56.76718,-8.67407,melanogrammus aeglefinus,rock
58.23091,-9.20141,melanogrammus aeglefinus,sand
58.23091,-9.20141,melanogrammus aeglefinus,mud
58.23091,-9.20141,melanogrammus aeglefinus,rock
59.18944,-6.60864,melanogrammus aeglefinus,sand
59.18944,-6.60864,melanogrammus aeglefinus,mud
59.18944,-6.60864,melanogrammus aeglefinus,rock
60.96458,0.11499,melanogrammus aeglefinus,sand
60.96458,0.11499,melanogrammus aeglefinus,mud
60.96458,0.11499,melanogrammus aeglefinus,rock
60.05607,0.11499,melanogrammus aeglefinus,sand
60.05607,0.11499,melanogrammus aeglefinus,mud
60.05607,0.11499,melanogrammus aeglefinus,rock
60.90053,2.00464,melanogrammus aeglefinus,sand
60.90053,2.00464,melanogrammus aeglefinus,mud
60.90053,2.00464,melanogrammus aeglefinus,rock
61.63981,-7.70727,melanogrammus aeglefinus,sand
61.63981,-7.70727,melanogrammus aeglefinus,mud
61.63981,-7.70727,melanogrammus aeglefinus,rock
61.84786,-5.55395,melanogrammus aeglefinus,sand
61.84786,-5.55395,melanogrammus aeglefinus,mud
61.84786,-5.55395,melanogrammus aeglefinus,rock
45.96948,-3.09522,melanogrammus aeglefinus,sand
45.96948,-3.09522,melanogrammus aeglefinus,mud
45.96948,-3.09522,melanogrammus aeglefinus,rock
47.17777,-4.72119,melanogrammus aeglefinus,sand
47.17777,-4.72119,melanogrammus aeglefinus,mud
47.17777,-4.72119,melanogrammus aeglefinus,rock
48.24224,-6.61084,melanogrammus aeglefinus,sand
48.24224,-6.61084,melanogrammus aeglefinus,mud
48.24224,-6.61084,melanogrammus aeglefinus,rock
48.85315,-8.50049,melanogrammus aeglefinus,sand
48.85315,-8.50049,melanogrammus aeglefinus,mud
48.85315,-8.50049,melanogrammus aeglefinus,rock
49.68469,-10.47803,melanogrammus aeglefinus,sand
49.68469,-10.47803,melanogrammus aeglefinus,mud
49.68469,-10.47803,melanogrammus aeglefinus,rock
51.00269,-8.63232,melanogrammus aeglefinus,sand
51.00269,-8.63232,melanogrammus aeglefinus,mud
51.00269,-8.63232,melanogrammus aeglefinus,rock
51.14076,-6.43506,melanogrammus aeglefinus,sand
51.14076,-6.43506,melanogrammus aeglefinus,mud
51.14076,-6.43506,melanogrammus aeglefinus,rock
53.71231,-5.33643,melanogrammus aeglefinus,sand
53.71231,-5.33643,melanogrammus aeglefinus,mud
53.71231,-5.33643,melanogrammus aeglefinus,rock
52.95129,-11.04932,melanogrammus aeglefinus,sand
52.95129,-11.04932,melanogrammus aeglefinus,mud
52.95129,-11.04932,melanogrammus aeglefinus,rock
53.39905,-12.89502,melanogrammus aeglefinus,sand
53.39905,-12.89502,melanogrammus aeglefinus,mud
53.39905,-12.89502,melanogrammus aeglefinus,rock
55.36912,-9.3794,melanogrammus aeglefinus,sand
55.36912,-9.3794,melanogrammus aeglefinus,mud
55.36912,-9.3794,melanogrammus aeglefinus,rock
56.13576,-7.48975,melanogrammus aeglefinus,sand
56.13576,-7.48975,melanogrammus aeglefinus,mud
56.13576,-7.48975,melanogrammus aeglefinus,rock
57.78857,-8.85205,melanogrammus aeglefinus,sand
57.78857,-8.85205,melanogrammus aeglefinus,mud
57.78857,-8.85205,melanogrammus aeglefinus,rock
59.05412,-6.74268,melanogrammus aeglefinus,sand
59.05412,-6.74268,melanogrammus aeglefinus,mud
59.05412,-6.74268,melanogrammus aeglefinus,rock
59.68105,-4.32568,melanogrammus aeglefinus,sand
59.68105,-4.32568,melanogrammus aeglefinus,mud
59.68105,-4.32568,melanogrammus aeglefinus,rock
60.68609,-2.12842,melanogrammus aeglefinus,sand
60.68609,-2.12842,melanogrammus aeglefinus,mud
60.68609,-2.12842,melanogrammus aeglefinus,rock
58.25404,-2.26025,melanogrammus aeglefinus,sand
58.25404,-2.26025,melanogrammus aeglefinus,mud
58.25404,-2.26025,melanogrammus aeglefinus,rock
60.47022,0.0249,melanogrammus aeglefinus,sand
60.47022,0.0249,melanogrammus aeglefinus,mud
60.47022,0.0249,melanogrammus aeglefinus,rock
59.83598,1.82666,melanogrammus aeglefinus,sand
59.83598,1.82666,melanogrammus aeglefinus,mud
59.83598,1.82666,melanogrammus aeglefinus,rock
59.09928,0.37646,melanogrammus aeglefinus,sand
59.09928,0.37646,melanogrammus aeglefinus,mud
59.09928,0.37646,melanogrammus aeglefinus,rock
58.41552,2.26611,melanogrammus aeglefinus,sand
58.41552,2.26611,melanogrammus aeglefinus,mud
58.41552,2.26611,melanogrammus aeglefinus,rock
57.95218,0.42041,melanogrammus aeglefinus,sand
57.95218,0.42041,melanogrammus aeglefinus,mud
57.95218,0.42041,melanogrammus aeglefinus,rock
56.8874,-0.98584,melanogrammus aeglefinus,sand
56.8874,-0.98584,melanogrammus aeglefinus,mud
56.8874,-0.98584,melanogrammus aeglefinus,rock
55.61807,-0.37061,melanogrammus aeglefinus,sand
55.61807,-0.37061,melanogrammus aeglefinus,mud
55.61807,-0.37061,melanogrammus aeglefinus,rock
56.30679,1.65088,melanogrammus aeglefinus,sand
56.30679,1.65088,melanogrammus aeglefinus,mud
56.30679,1.65088,melanogrammus aeglefinus,rock
57.26954,3.18896,melanogrammus aeglefinus,sand
57.26954,3.18896,melanogrammus aeglefinus,mud
57.26954,3.18896,melanogrammus aeglefinus,rock
54.63824,0.37646,melanogrammus aeglefinus,sand
54.63824,0.37646,melanogrammus aeglefinus,mud
54.63824,0.37646,melanogrammus aeglefinus,rock
55.2691,2.04639,melanogrammus aeglefinus,sand
55.2691,2.04639,melanogrammus aeglefinus,mud
55.2691,2.04639,melanogrammus aeglefinus,rock
56.06222,3.76025,melanogrammus aeglefinus,sand
56.06222,3.76025,melanogrammus aeglefinus,mud
56.06222,3.76025,melanogrammus aeglefinus,rock
51.47043,-8.10498,melanogrammus aeglefinus,sand
51.47043,-8.10498,melanogrammus aeglefinus,mud
51.47043,-8.10498,melanogrammus aeglefinus,rock
50.61392,-5.6001,melanogrammus aeglefinus,sand
50.61392,-5.6001,melanogrammus aeglefinus,mud
50.61392,-5.6001,melanogrammus aeglefinus,rock
50.02468,-4.28174,melanogrammus aeglefinus,sand
50.02468,-4.28174,melanogrammus aeglefinus,mud
50.02468,-4.28174,melanogrammus aeglefinus,rock
50.55812,0.59619,melanogrammus aeglefinus,sand
50.55812,0.59619,melanogrammus aeglefinus,mud
50.55812,0.59619,melanogrammus aeglefinus,rock
49.88331,0.11279,melanogrammus aeglefinus,sand
49.88331,0.11279,melanogrammus aeglefinus,mud
49.88331,0.11279,melanogrammus aeglefinus,rock
50.36228,1.16748,melanogrammus aeglefinus,sand
50.36228,1.16748,melanogrammus aeglefinus,mud
50.36228,1.16748,melanogrammus aeglefinus,rock
52.14967,2.96924,melanogrammus aeglefinus,sand
52.14967,2.96924,melanogrammus aeglefinus,mud
52.14967,2.96924,melanogrammus aeglefinus,rock
55.04313,3.23291,melanogrammus aeglefinus,sand
55.04313,3.23291,melanogrammus aeglefinus,mud
55.04313,3.23291,melanogrammus aeglefinus,rock
54.17787,-4.06201,melanogrammus aeglefinus,sand
54.17787,-4.06201,melanogrammus aeglefinus,mud
54.17787,-4.06201,melanogrammus aeglefinus,rock
53.73832,-5.73193,melanogrammus aeglefinus,sand
53.73832,-5.73193,melanogrammus aeglefinus,mud
53.73832,-5.73193,melanogrammus aeglefinus,rock
54.79055,-5.38037,melanogrammus aeglefinus,sand
54.79055,-5.38037,melanogrammus aeglefinus,mud
54.79055,-5.38037,melanogrammus aeglefinus,rock
58.13824,-5.90772,melanogrammus aeglefinus,sand
58.13824,-5.90772,melanogrammus aeglefinus,mud
58.13824,-5.90772,melanogrammus aeglefinus,rock
59.14439,-4.54541,melanogrammus aeglefinus,sand
59.14439,-4.54541,melanogrammus aeglefinus,mud
59.14439,-4.54541,melanogrammus aeglefinus,rock
60.29648,-2.3042,melanogrammus aeglefinus,sand
60.29648,-2.3042,melanogrammus aeglefinus,mud
60.29648,-2.3042,melanogrammus aeglefinus,rock
60.38346,2.17822,melanogrammus aeglefinus,sand
60.38346,2.17822,melanogrammus aeglefinus,mud
60.38346,2.17822,melanogrammus aeglefinus,rock
58.13824,-1.8208,melanogrammus aeglefinus,sand
58.13824,-1.8208,melanogrammus aeglefinus,mud
58.13824,-1.8208,melanogrammus aeglefinus,rock
57.34075,-1.07373,melanogrammus aeglefinus,sand
57.34075,-1.07373,melanogrammus aeglefinus,mud
57.34075,-1.07373,melanogrammus aeglefinus,rock
56.47705,-0.76611,melanogrammus aeglefinus,sand
56.47705,-0.76611,melanogrammus aeglefinus,mud
56.47705,-0.76611,melanogrammus aeglefinus,rock
51.47043,-8.10498,merlangius merlangus,sand
51.47043,-8.10498,merlangius merlangus,mud
51.47043,-8.10498,merlangius merlangus,rock
50.61392,-5.6001,merlangius merlangus,sand
50.61392,-5.6001,merlangius merlangus,mud
50.61392,-5.6001,merlangius merlangus,rock
50.02468,-4.28174,merlangius merlangus,sand
50.02468,-4.28174,merlangius merlangus,mud
50.02468,-4.28174,merlangius merlangus,rock
50.55812,0.59619,merlangius merlangus,sand
50.55812,0.59619,merlangius merlangus,mud
50.55812,0.59619,merlangius merlangus,rock
49.88331,0.11279,merlangius merlangus,sand
49.88331,0.11279,merlangius merlangus,mud
49.88331,0.11279,merlangius merlangus,rock
50.36228,1.16748,merlangius merlangus,sand
50.36228,1.16748,merlangius merlangus,mud
50.36228,1.16748,merlangius merlangus,rock
52.14967,2.96924,merlangius merlangus,sand
52.14967,2.96924,merlangius merlangus,mud
52.14967,2.96924,merlangius merlangus,rock
55.04313,3.23291,merlangius merlangus,sand
55.04313,3.23291,merlangius merlangus,mud
55.04313,3.23291,merlangius merlangus,rock
54.17787,-4.06201,merlangius merlangus,sand
54.17787,-4.06201,merlangius merlangus,mud
54.17787,-4.06201,merlangius merlangus,rock
53.73832,-5.73193,merlangius merlangus,sand
53.73832,-5.73193,merlangius merlangus,mud
53.73832,-5.73193,merlangius merlangus,rock
54.79055,-5.38037,merlangius merlangus,sand
54.79055,-5.38037,merlangius merlangus,mud
54.79055,-5.38037,merlangius merlangus,rock
58.13824,-5.90772,merlangius merlangus,sand
58.13824,-5.90772,merlangius merlangus,mud
58.13824,-5.90772,merlangius merlangus,rock
59.14439,-4.54541,merlangius merlangus,sand
59.14439,-4.54541,merlangius merlangus,mud
59.14439,-4.54541,merlangius merlangus,rock
60.29648,-2.3042,merlangius merlangus,sand
60.29648,-2.3042,merlangius merlangus,mud
60.29648,-2.3042,merlangius merlangus,rock
60.38346,2.17822,merlangius merlangus,sand
60.38346,2.17822,merlangius merlangus,mud
60.38346,2.17822,merlangius merlangus,rock
58.13824,-1.8208,merlangius merlangus,sand
58.13824,-1.8208,merlangius merlangus,mud
58.13824,-1.8208,merlangius merlangus,rock
57.34075,-1.07373,merlangius merlangus,sand
57.34075,-1.07373,merlangius merlangus,mud
57.34075,-1.07373,merlangius merlangus,rock
56.47705,-0.76611,merlangius merlangus,sand
56.47705,-0.76611,merlangius merlangus,mud
56.47705,-0.76611,merlangius merlangus,rock
52.20357,-4.76514,merlangius merlangus,sand
52.20357,-4.76514,merlangius merlangus,mud
52.20357,-4.76514,merlangius merlangus,rock
46.00001,-2.65576,merlangius merlangus,sand
46.00001,-2.65576,merlangius merlangus,mud
46.00001,-2.65576,merlangius merlangus,rock
47.29711,-4.41357,merlangius merlangus,sand
47.29711,-4.41357,merlangius merlangus,mud
47.29711,-4.41357,merlangius merlangus,rock
49.31366,-7.9292,merlangius merlangus,sand
49.31366,-7.9292,merlangius merlangus,mud
49.31366,-7.9292,merlangius merlangus,rock
49.71311,-0.59033,merlangius merlangus,sand
49.71311,-0.59033,merlangius merlangus,mud
49.71311,-0.59033,merlangius merlangus,rock
51.27841,1.8706,merlangius merlangus,sand
51.27841,1.8706,merlangius merlangus,mud
51.27841,1.8706,merlangius merlangus,rock
51.5798,-7.18213,merlangius merlangus,sand
51.5798,-7.18213,merlangius merlangus,mud
51.5798,-7.18213,merlangius merlangus,rock
51.14076,-8.4126,merlangius merlangus,sand
51.14076,-8.4126,merlangius merlangus,mud
51.14076,-8.4126,merlangius merlangus,rock
53.6863,-5.77588,merlangius merlangus,sand
53.6863,-5.77588,merlangius merlangus,mud
53.6863,-5.77588,merlangius merlangus,rock
53.9716,-3.84229,merlangius merlangus,sand
53.9716,-3.84229,merlangius merlangus,mud
53.9716,-3.84229,merlangius merlangus,rock
53.10985,-5.46826,merlangius merlangus,sand
53.10985,-5.46826,merlangius merlangus,mud
53.10985,-5.46826,merlangius merlangus,rock
52.8983,-10.52197,merlangius merlangus,sand
52.8983,-10.52197,merlangius merlangus,mud
52.8983,-10.52197,merlangius merlangus,rock
51.74336,-10.82959,merlangius merlangus,sand
51.74336,-10.82959,merlangius merlangus,mud
51.74336,-10.82959,merlangius merlangus,rock
55.09346,-9.2915,merlangius merlangus,sand
55.09346,-9.2915,merlangius merlangus,mud
55.09346,-9.2915,merlangius merlangus,rock
56.03768,-7.4458,merlangius merlangus,sand
56.03768,-7.4458,merlangius merlangus,mud
56.03768,-7.4458,merlangius merlangus,rock
58.71347,-5.6001,merlangius merlangus,sand
58.71347,-5.6001,merlangius merlangus,mud
58.71347,-5.6001,merlangius merlangus,rock
60.34,-2.17236,merlangius merlangus,sand
60.34,-2.17236,merlangius merlangus,mud
60.34,-2.17236,merlangius merlangus,rock
58.09182,-2.65576,merlangius merlangus,sand
58.09182,-2.65576,merlangius merlangus,mud
58.09182,-2.65576,merlangius merlangus,rock
57.69475,-1.20557,merlangius merlangus,sand
57.69475,-1.20557,merlangius merlangus,mud
57.69475,-1.20557,merlangius merlangus,rock
56.50132,-1.73291,merlangius merlangus,sand
56.50132,-1.73291,merlangius merlangus,mud
56.50132,-1.73291,merlangius merlangus,rock
55.16883,-0.67822,merlangius merlangus,sand
55.16883,-0.67822,merlangius merlangus,mud
55.16883,-0.67822,merlangius merlangus,rock
54.38312,0.33252,merlangius merlangus,sand
54.38312,0.33252,merlangius merlangus,mud
54.38312,0.33252,merlangius merlangus,rock
53.24155,1.43115,merlangius merlangus,sand
53.24155,1.43115,merlangius merlangus,mud
53.24155,1.43115,merlangius merlangus,rock
53.26784,3.18896,merlangius merlangus,sand
53.26784,3.18896,merlangius merlangus,mud
53.26784,3.18896,merlangius merlangus,rock
54.10064,4.90283,merlangius merlangus,sand
54.10064,4.90283,merlangius merlangus,mud
54.10064,4.90283,merlangius merlangus,rock
55.09346,2.66162,merlangius merlangus,sand
55.09346,2.66162,merlangius merlangus,mud
55.09346,2.66162,merlangius merlangus,rock
56.23358,4.6831,merlangius merlangus,sand
56.23358,4.6831,merlangius merlangus,mud
56.23358,4.6831,merlangius merlangus,rock
56.86339,1.07959,merlangius merlangus,sand
56.86339,1.07959,merlangius merlangus,mud
56.86339,1.07959,merlangius merlangus,rock
57.90551,3.89209,merlangius merlangus,sand
57.90551,3.89209,merlangius merlangus,mud
57.90551,3.89209,merlangius merlangus,rock
58.82739,0.42041,merlangius merlangus,sand
58.82739,0.42041,merlangius merlangus,mud
58.82739,0.42041,merlangius merlangus,rock
60.03412,2.48584,merlangius merlangus,sand
60.03412,2.48584,merlangius merlangus,mud
60.03412,2.48584,merlangius merlangus,rock
57.85878,-8.19287,merlangius merlangus,sand
57.85878,-8.19287,merlangius merlangus,mud
57.85878,-8.19287,merlangius merlangus,rock
50.94735,-5.38037,merlangius merlangus,sand
50.94735,-5.38037,merlangius merlangus,mud
50.94735,-5.38037,merlangius merlangus,rock
49.88331,-4.01807,pleuronectes platessa,sand
49.88331,-4.01807,pleuronectes platessa,mud
49.71311,-0.59033,pleuronectes platessa,sand
49.71311,-0.59033,pleuronectes platessa,mud
51.27841,1.8706,pleuronectes platessa,sand
51.27841,1.8706,pleuronectes platessa,mud
51.5798,-7.18213,pleuronectes platessa,sand
51.5798,-7.18213,pleuronectes platessa,mud
51.14076,-8.4126,pleuronectes platessa,sand
51.14076,-8.4126,pleuronectes platessa,mud
53.6863,-5.77588,pleuronectes platessa,sand
53.6863,-5.77588,pleuronectes platessa,mud
53.9716,-3.84229,pleuronectes platessa,sand
53.9716,-3.84229,pleuronectes platessa,mud
53.10985,-5.46826,pleuronectes platessa,sand
53.10985,-5.46826,pleuronectes platessa,mud
56.03768,-7.4458,pleuronectes platessa,sand
56.03768,-7.4458,pleuronectes platessa,mud
58.71347,-5.6001,pleuronectes platessa,sand
58.71347,-5.6001,pleuronectes platessa,mud
60.34,-2.17236,pleuronectes platessa,sand
60.34,-2.17236,pleuronectes platessa,mud
58.09182,-2.65576,pleuronectes platessa,sand
58.09182,-2.65576,pleuronectes platessa,mud
57.69475,-1.20557,pleuronectes platessa,sand
57.69475,-1.20557,pleuronectes platessa,mud
56.50132,-1.73291,pleuronectes platessa,sand
56.50132,-1.73291,pleuronectes platessa,mud
55.91474,-1.42529,pleuronectes platessa,sand
55.91474,-1.42529,pleuronectes platessa,mud
55.0683,-0.854,pleuronectes platessa,sand
55.0683,-0.854,pleuronectes platessa,mud
54.58734,1.34326,pleuronectes platessa,sand
54.58734,1.34326,pleuronectes platessa,mud
52.8983,3.23291,pleuronectes platessa,sand
52.8983,3.23291,pleuronectes platessa,mud
54.10064,4.90283,pleuronectes platessa,sand
54.10064,4.90283,pleuronectes platessa,mud
55.09346,2.66162,pleuronectes platessa,sand
55.09346,2.66162,pleuronectes platessa,mud
56.23358,4.6831,pleuronectes platessa,sand
56.23358,4.6831,pleuronectes platessa,mud
55.64288,5.56201,pleuronectes platessa,sand
55.64288,5.56201,pleuronectes platessa,mud
50.94735,-5.38037,pleuronectes platessa,sand
50.94735,-5.38037,pleuronectes platessa,mud
53.79027,-5.55615,pleuronectes platessa,sand
53.79027,-5.55615,pleuronectes platessa,mud
49.59932,-0.37061,pleuronectes platessa,sand
49.59932,-0.37061,pleuronectes platessa,mud
53.29412,0.90381,pleuronectes platessa,sand
53.29412,0.90381,pleuronectes platessa,mud
46.99824,-3.53467,pleuronectes platessa,sand
46.99824,-3.53467,pleuronectes platessa,mud
46.99824,-3.53467,pleuronectes platessa,rock
49.68469,-0.59033,pleuronectes platessa,sand
49.68469,-0.59033,pleuronectes platessa,mud
49.68469,-0.59033,pleuronectes platessa,rock
50.72533,1.21143,pleuronectes platessa,sand
50.72533,1.21143,pleuronectes platessa,mud
50.72533,1.21143,pleuronectes platessa,rock
51.8792,2.70557,pleuronectes platessa,sand
51.8792,2.70557,pleuronectes platessa,mud
51.8792,2.70557,pleuronectes platessa,rock
54.02326,5.47412,pleuronectes platessa,sand
54.02326,5.47412,pleuronectes platessa,mud
54.02326,5.47412,pleuronectes platessa,rock
53.81622,1.07959,pleuronectes platessa,sand
53.81622,1.07959,pleuronectes platessa,mud
53.81622,1.07959,pleuronectes platessa,rock
53.71231,3.18896,pleuronectes platessa,sand
53.71231,3.18896,pleuronectes platessa,mud
53.71231,3.18896,pleuronectes platessa,rock
55.84078,5.60596,pleuronectes platessa,sand
55.84078,5.60596,pleuronectes platessa,mud
55.84078,5.60596,pleuronectes platessa,rock
57.64775,4.55127,pleuronectes platessa,sand
57.64775,4.55127,pleuronectes platessa,mud
57.64775,4.55127,pleuronectes platessa,rock
59.61444,2.52978,pleuronectes platessa,sand
59.61444,2.52978,pleuronectes platessa,mud
59.61444,2.52978,pleuronectes platessa,rock
59.88012,-0.28272,pleuronectes platessa,sand
59.88012,-0.28272,pleuronectes platessa,mud
59.88012,-0.28272,pleuronectes platessa,rock
58.69064,1.07959,pleuronectes platessa,sand
58.69064,1.07959,pleuronectes platessa,mud
58.69064,1.07959,pleuronectes platessa,rock
57.36446,2.13428,pleuronectes platessa,sand
57.36446,2.13428,pleuronectes platessa,mud
57.36446,2.13428,pleuronectes platessa,rock
55.98855,3.23291,pleuronectes platessa,sand
55.98855,3.23291,pleuronectes platessa,mud
55.98855,3.23291,pleuronectes platessa,rock
55.64288,0.90381,pleuronectes platessa,sand
55.64288,0.90381,pleuronectes platessa,mud
55.64288,0.90381,pleuronectes platessa,rock
56.35551,-1.8208,pleuronectes platessa,sand
56.35551,-1.8208,pleuronectes platessa,mud
56.35551,-1.8208,pleuronectes platessa,rock
55.219,-0.4585,pleuronectes platessa,sand
55.219,-0.4585,pleuronectes platessa,mud
55.219,-0.4585,pleuronectes platessa,rock
58.06858,-0.37061,pleuronectes platessa,sand
58.06858,-0.37061,pleuronectes platessa,mud
58.06858,-0.37061,pleuronectes platessa,rock
58.20776,-2.69971,pleuronectes platessa,sand
58.20776,-2.69971,pleuronectes platessa,mud
58.20776,-2.69971,pleuronectes platessa,rock
59.81389,-2.12842,pleuronectes platessa,sand
59.81389,-2.12842,pleuronectes platessa,mud
59.81389,-2.12842,pleuronectes platessa,rock
58.89557,-3.79834,pleuronectes platessa,sand
58.89557,-3.79834,pleuronectes platessa,mud
58.89557,-3.79834,pleuronectes platessa,rock
58.9636,-5.38037,pleuronectes platessa,sand
58.9636,-5.38037,pleuronectes platessa,mud
58.9636,-5.38037,pleuronectes platessa,rock
55.64288,-7.48975,pleuronectes platessa,sand
55.64288,-7.48975,pleuronectes platessa,mud
55.64288,-7.48975,pleuronectes platessa,rock
57.10284,-8.19287,pleuronectes platessa,sand
57.10284,-8.19287,pleuronectes platessa,mud
57.10284,-8.19287,pleuronectes platessa,rock
58.55335,-7.35791,pleuronectes platessa,sand
